DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
6749. San Fernando,7. Prefiero no contestar,272,244,28,,,
6749. San Fernando,9. Ignorado,8750,7899,851,,,
6756. San Isidro,0. __tot__,295978,280465,15513,,,
6756. San Isidro,1. Mujer,148003,140128,7875,,,
6756. San Isidro,2. Mujer trans/travesti,384,362,22,,,
6756. San Isidro,3. Varón,131612,125401,6211,,,
6756. San Isidro,4. Varón trans/masculinidad trans,587,527,60,,,
6756. San Isidro,5. No binario,293,271,22,,,
6756. San Isidro,6. Otra identidad/ninguna de las anteriores,141,125,16,,,
6756. San Isidro,7. Prefiero no contestar,639,574,65,,,
6756. San Isidro,9. Ignorado,14319,13077,1242,,,
6760. San Miguel,0. __tot__,327650,307463,20187,,,
6760. San Miguel,1. Mujer,157686,148478,9208,,,
6760. San Miguel,2. Mujer trans/travesti,392,345,47,,,
6760. San Miguel,3. Varón,147872,139041,8831,,,
6760. San Miguel,4. Varón trans/masculinidad trans,880,766,114,,,
6760. San Miguel,5. No binario,332,306,26,,,
6760. San Miguel,6. Otra identidad/ninguna de las anteriores,196,172,24,,,
6760. San Miguel,7. Prefiero no contestar,567,527,40,,,
6760. San Miguel,9. Ignorado,19725,17828,1897,,,
6763. San Nicolás,0. __tot__,166657,151188,15469,,,
6763. San Nicolás,1. Mujer,79131,72142,6989,,,
6763. San Nicolás,2. Mujer trans/travesti,231,203,28,,,
6763. San Nicolás,3. Varón,74295,67839,6456,,,
6763. San Nicolás,4. Varón trans/masculinidad trans,559,475,84,,,
6763. San Nicolás,5. No binario,124,107,17,,,
6763. San Nicolás,6. Otra identidad/ninguna de las anteriores,142,113,29,,,
6763. San Nicolás,7. Prefiero no contestar,181,161,20,,,
6763. San Nicolás,9. Ignorado,11994,10148,1846,,,
6770. San Pedro,0. __tot__,68353,60560,7793,,,
6770. San Pedro,1. Mujer,33271,29645,3626,,,
6770. San Pedro,2. Mujer trans/travesti,137,111,26,,,
6770. San Pedro,3. Varón,31771,28076,3695,,,
6770. San Pedro,4. Varón trans/masculinidad trans,120,93,27,,,
6770. San Pedro,5. No binario,31,27,4,,,
6770. San Pedro,6. Otra identidad/ninguna de las anteriores,14,13,1,,,
6770. San Pedro,7. Prefiero no contestar,46,43,3,,,
6770. San Pedro,9. Ignorado,2963,2552,411,,,
6778. San Vicente,0. __tot__,97929,90614,7315,,,
6778. San Vicente,1. Mujer,46787,43478,3309,,,
6778. San Vicente,2. Mujer trans/travesti,125,111,14,,,
6778. San Vicente,3. Varón,45370,42002,3368,,,
6778. San Vicente,4. Varón trans/masculinidad trans,138,121,17,,,
6778. San Vicente,5. No binario,59,59,,,,
6778. San Vicente,6. Otra identidad/ninguna de las anteriores,23,18,5,,,
6778. San Vicente,7. Prefiero no contestar,132,113,19,,,
6778. San Vicente,9. Ignorado,5295,4712,583,,,
6784. Suipacha,0. __tot__,11736,10950,786,,,
6784. Suipacha,1. Mujer,5648,5278,370,,,
6784. Suipacha,2. Mujer trans/travesti,8,8,,,,
6784. Suipacha,3. Varón,5423,5092,331,,,
6784. Suipacha,4. Varón trans/masculinidad trans,26,20,6,,,
6784. Suipacha,5. No binario,3,2,1,,,
6784. Suipacha,6. Otra identidad/ninguna de las anteriores,4,3,1,,,
6784. Suipacha,7. Prefiero no contestar,12,9,3,,,
6784. Suipacha,9. Ignorado,612,538,74,,,
6791. Tandil,0. __tot__,144678,135246,9432,,,
6791. Tandil,1. Mujer,71173,66750,4423,,,
6791. Tandil,2. Mujer trans/travesti,136,120,16,,,
6791. Tandil,3. Varón,66358,62094,4264,,,
6791. Tandil,4. Varón trans/masculinidad trans,234,201,33,,,
6791. Tandil,5. No binario,115,105,10,,,
6791. Tandil,6. Otra identidad/ninguna de las anteriores,60,51,9,,,
6791. Tandil,7. Prefiero no contestar,234,211,23,,,
6791. Tandil,9. Ignorado,6368,5714,654,,,
6798. Tapalqué,0. __tot__,10695,9654,1041,,,
6798. Tapalqué,1. Mujer,5031,4575,456,,,
6798. Tapalqué,2. Mujer trans/travesti,26,20,6,,,
6798. Tapalqué,3. Varón,4884,4419,465,,,
6798. Tapalqué,4. Varón trans/masculinidad trans,31,27,4,,,
6798. Tapalqué,5. No binario,4,4,,,,
6798. Tapalqué,6. Otra identidad/ninguna de las anteriores,2,,2,,,
6798. Tapalqué,7. Prefiero no contestar,14,13,1,,,
6798. Tapalqué,9. Ignorado,703,596,107,,,
6805. Tigre,0. __tot__,446291,421715,24576,,,
6805. Tigre,1. Mujer,213540,202381,11159,,,
6805. Tigre,2. Mujer trans/travesti,580,533,47,,,
6805. Tigre,3. Varón,201627,190968,10659,,,
6805. Tigre,4. Varón trans/masculinidad trans,803,726,77,,,
6805. Tigre,5. No binario,333,323,10,,,
6805. Tigre,6. Otra identidad/ninguna de las anteriores,182,162,20,,,
6805. Tigre,7. Prefiero no contestar,766,700,66,,,
6805. Tigre,9. Ignorado,28460,25922,2538,,,
6812. Tordillo,0. __tot__,2528,2379,149,,,
6812. Tordillo,1. Mujer,1174,1118,56,,,
6812. Tordillo,3. Varón,1262,1184,78,,,
6812. Tordillo,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
6812. Tordillo,7. Prefiero no contestar,4,4,,,,
6812. Tordillo,9. Ignorado,85,71,14,,,
6819. Tornquist,0. __tot__,14591,13630,961,,,
6819. Tornquist,1. Mujer,7023,6615,408,,,
6819. Tornquist,2. Mujer trans/travesti,22,20,2,,,
6819. Tornquist,3. Varón,6798,6343,455,,,
6819. Tornquist,4. Varón trans/masculinidad trans,45,41,4,,,
6819. Tornquist,5. No binario,12,9,3,,,
6819. Tornquist,6. Otra identidad/ninguna de las anteriores,9,6,3,,,
6819. Tornquist,7. Prefiero no contestar,24,20,4,,,
6819. Tornquist,9. Ignorado,658,576,82,,,
6826. Trenque Lauquen,0. __tot__,49128,45950,3178,,,
6826. Trenque Lauquen,1. Mujer,23571,22124,1447,,,
6826. Trenque Lauquen,2. Mujer trans/travesti,85,78,7,,,
6826. Trenque Lauquen,3. Varón,22676,21278,1398,,,
6826. Trenque Lauquen,4. Varón trans/masculinidad trans,166,149,17,,,
6826. Trenque Lauquen,5. No binario,43,38,5,,,
6826. Trenque Lauquen,6. Otra identidad/ninguna de las anteriores,43,43,,,,
6826. Trenque Lauquen,7. Prefiero no contestar,77,70,7,,,
6826. Trenque Lauquen,9. Ignorado,2467,2170,297,,,
6833. Tres Arroyos,0. __tot__,61889,57379,4510,,,
6833. Tres Arroyos,1. Mujer,30709,28482,2227,,,
6833. Tres Arroyos,2. Mujer trans/travesti,61,52,9,,,
6833. Tres Arroyos,3. Varón,29152,27103,2049,,,
6833. Tres Arroyos,4. Varón trans/masculinidad trans,38,33,5,,,
6833. Tres Arroyos,5. No binario,27,25,2,,,
6833. Tres Arroyos,6. Otra identidad/ninguna de las anteriores,16,15,1,,,
6833. Tres Arroyos,7. Prefiero no contestar,88,76,12,,,
6833. Tres Arroyos,9. Ignorado,1798,1593,205,,,
6840. Tres de Febrero,0. __tot__,362319,342548,19771,,,
6840. Tres de Febrero,1. Mujer,180624,170671,9953,,,
6840. Tres de Febrero,2. Mujer trans/travesti,407,371,36,,,
6840. Tres de Febrero,3. Varón,164453,155968,8485,,,
6840. Tres de Febrero,4. Varón trans/masculinidad trans,496,458,38,,,
6840. Tres de Febrero,5. No binario,307,286,21,,,
6840. Tres de Febrero,6. Otra identidad/ninguna de las anteriores,185,166,19,,,
6840. Tres de Febrero,7. Prefiero no contestar,651,602,49,,,
6840. Tres de Febrero,9. Ignorado,15196,14026,1170,,,
6847. Tres Lomas,0. __tot__,9090,8209,881,,,
6847. Tres Lomas,1. Mujer,4163,3819,344,,,
6847. Tres Lomas,2. Mujer trans/travesti,22,19,3,,,
6847. Tres Lomas,3. Varón,4205,3798,407,,,
6847. Tres Lomas,4. Varón trans/masculinidad trans,14,11,3,,,
6847. Tres Lomas,5. No binario,3,2,1,,,
6847. Tres Lomas,6. Otra identidad/ninguna de las anteriores,10,9,1,,,
6847. Tres Lomas,7. Prefiero no contestar,14,12,2,,,
6847. Tres Lomas,9. Ignorado,659,539,120,,,
6854. 25 de Mayo,0. __tot__,35411,31518,3893,,,
6854. 25 de Mayo,1. Mujer,17157,15322,1835,,,
6854. 25 de Mayo,2. Mujer trans/travesti,53,40,13,,,
6854. 25 de Mayo,3. Varón,16230,14528,1702,,,
6854. 25 de Mayo,4. Varón trans/masculinidad trans,55,44,11,,,
6854. 25 de Mayo,5. No binario,15,13,2,,,
6854. 25 de Mayo,6. Otra identidad/ninguna de las anteriores,10,9,1,,,
6854. 25 de Mayo,7. Prefiero no contestar,38,30,8,,,
6854. 25 de Mayo,9. Ignorado,1853,1532,321,,,
6861. Vicente López,0. __tot__,280541,267517,13024,,,
6861. Vicente López,1. Mujer,139709,133092,6617,,,
6861. Vicente López,2. Mujer trans/travesti,362,328,34,,,
6861. Vicente López,3. Varón,123029,118208,4821,,,
6861. Vicente López,4. Varón trans/masculinidad trans,541,499,42,,,
6861. Vicente López,5. No binario,360,342,18,,,
6861. Vicente López,6. Otra identidad/ninguna de las anteriores,179,167,12,,,
6861. Vicente López,7. Prefiero no contestar,823,746,77,,,
6861. Vicente López,9. Ignorado,15538,14135,1403,,,
6868. Villa Gesell,0. __tot__,37325,34832,2493,,,
6868. Villa Gesell,1. Mujer,17868,16731,1137,,,
6868. Villa Gesell,2. Mujer trans/travesti,59,54,5,,,
6868. Villa Gesell,3. Varón,16962,15812,1150,,,
6868. Villa Gesell,4. Varón trans/masculinidad trans,74,70,4,,,
6868. Villa Gesell,5. No binario,45,37,8,,,
6868. Villa Gesell,6. Otra identidad/ninguna de las anteriores,14,13,1,,,
6868. Villa Gesell,7. Prefiero no contestar,58,53,5,,,
6868. Villa Gesell,9. Ignorado,2245,2062,183,,,
6875. Villarino,0. __tot__,32552,29819,2733,,,
6875. Villarino,1. Mujer,15600,14383,1217,,,
6875. Villarino,2. Mujer trans/travesti,28,23,5,,,
6875. Villarino,3. Varón,15788,14404,1384,,,
6875. Villarino,4. Varón trans/masculinidad trans,35,26,9,,,
6875. Villarino,5. No binario,7,7,,,,
6875. Villarino,6. Otra identidad/ninguna de las anteriores,7,7,,,,
6875. Villarino,7. Prefiero no contestar,27,27,,,,
6875. Villarino,9. Ignorado,1060,942,118,,,
6882. Zárate,0. __tot__,131415,122101,9314,,,
6882. Zárate,1. Mujer,63131,58878,4253,,,
6882. Zárate,2. Mujer trans/travesti,175,152,23,,,
6882. Zárate,3. Varón,60633,56334,4299,,,
6882. Zárate,4. Varón trans/masculinidad trans,204,184,20,,,
6882. Zárate,5. No binario,65,60,5,,,
6882. Zárate,6. Otra identidad/ninguna de las anteriores,68,63,5,,,
6882. Zárate,7. Prefiero no contestar,165,149,16,,,
6882. Zárate,9. Ignorado,6974,6281,693,,,
10007. Ambato,0. __tot__,5087,4183,904,,,
10007. Ambato,1. Mujer,2336,1974,362,,,
10007. Ambato,2. Mujer trans/travesti,4,2,2,,,
10007. Ambato,3. Varón,2431,1966,465,,,
10007. Ambato,4. Varón trans/masculinidad trans,9,8,1,,,
10007. Ambato,5. No binario,3,1,2,,,
10007. Ambato,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
10007. Ambato,7. Prefiero no contestar,4,4,,,,
10007. Ambato,9. Ignorado,298,227,71,,,
10014. Ancasti,0. __tot__,3282,1893,1389,,,
10014. Ancasti,1. Mujer,1489,888,601,,,
10014. Ancasti,3. Varón,1700,938,762,,,
10014. Ancasti,4. Varón trans/masculinidad trans,1,,1,,,
10014. Ancasti,7. Prefiero no contestar,1,1,,,,
10014. Ancasti,9. Ignorado,91,66,25,,,
10021. Andalgalá,0. __tot__,19545,15847,3698,,,
10021. Andalgalá,1. Mujer,9230,7627,1603,,,
10021. Andalgalá,2. Mujer trans/travesti,28,25,3,,,
10021. Andalgalá,3. Varón,9212,7419,1793,,,
10021. Andalgalá,4. Varón trans/masculinidad trans,21,15,6,,,
10021. Andalgalá,5. No binario,7,7,,,,
10021. Andalgalá,6. Otra identidad/ninguna de las anteriores,4,4,,,,
10021. Andalgalá,7. Prefiero no contestar,14,12,2,,,
10021. Andalgalá,9. Ignorado,1029,738,291,,,
10028. Antofagasta de la Sierra,0. __tot__,1822,1439,383,,,
10028. Antofagasta de la Sierra,1. Mujer,846,676,170,,,
10028. Antofagasta de la Sierra,2. Mujer trans/travesti,1,1,,,,
10028. Antofagasta de la Sierra,3. Varón,911,718,193,,,
10028. Antofagasta de la Sierra,4. Varón trans/masculinidad trans,1,,1,,,
10028. Antofagasta de la Sierra,7. Prefiero no contestar,1,1,,,,
10028. Antofagasta de la Sierra,9. Ignorado,62,43,19,,,
10035. Belén,0. __tot__,30353,24929,5424,,,
10035. Belén,1. Mujer,14896,12375,2521,,,
10035. Belén,2. Mujer trans/travesti,41,33,8,,,
10035. Belén,3. Varón,14326,11655,2671,,,
10035. Belén,4. Varón trans/masculinidad trans,14,12,2,,,
10035. Belén,5. No binario,12,12,,,,
10035. Belén,6. Otra identidad/ninguna de las anteriores,5,4,1,,,
10035. Belén,7. Prefiero no contestar,13,11,2,,,
10035. Belén,9. Ignorado,1046,827,219,,,
10042. Capayán,0. __tot__,19471,15977,3494,,,
10042. Capayán,1. Mujer,9194,7638,1556,,,
10042. Capayán,2. Mujer trans/travesti,26,17,9,,,
10042. Capayán,3. Varón,9282,7539,1743,,,
10042. Capayán,4. Varón trans/masculinidad trans,14,13,1,,,
10042. Capayán,5. No binario,3,3,,,,
10042. Capayán,6. Otra identidad/ninguna de las anteriores,6,6,,,,
10042. Capayán,7. Prefiero no contestar,16,10,6,,,
10042. Capayán,9. Ignorado,930,751,179,,,
10049. Capital,0. __tot__,186466,172575,13891,,,
10049. Capital,1. Mujer,92143,85606,6537,,,
10049. Capital,2. Mujer trans/travesti,233,213,20,,,
10049. Capital,3. Varón,85164,78634,6530,,,
10049. Capital,4. Varón trans/masculinidad trans,139,125,14,,,
10049. Capital,5. No binario,98,92,6,,,
10049. Capital,6. Otra identidad/ninguna de las anteriores,38,31,7,,,
10049. Capital,7. Prefiero no contestar,160,146,14,,,
10049. Capital,9. Ignorado,8491,7728,763,,,
10056. El Alto,0. __tot__,4375,2996,1379,,,
10056. El Alto,1. Mujer,1986,1421,565,,,
10056. El Alto,2. Mujer trans/travesti,5,3,2,,,
10056. El Alto,3. Varón,2086,1397,689,,,
10056. El Alto,4. Varón trans/masculinidad trans,6,1,5,,,
10056. El Alto,5. No binario,5,1,4,,,
10056. El Alto,6. Otra identidad/ninguna de las anteriores,11,5,6,,,
10056. El Alto,7. Prefiero no contestar,5,5,,,,
10056. El Alto,9. Ignorado,271,163,108,,,
10063. Fray Mamerto Esquiú,0. __tot__,14624,13416,1208,,,
10063. Fray Mamerto Esquiú,1. Mujer,7021,6463,558,,,
10063. Fray Mamerto Esquiú,2. Mujer trans/travesti,17,14,3,,,
10063. Fray Mamerto Esquiú,3. Varón,6863,6293,570,,,
10063. Fray Mamerto Esquiú,4. Varón trans/masculinidad trans,17,15,2,,,
10063. Fray Mamerto Esquiú,5. No binario,7,7,,,,
10063. Fray Mamerto Esquiú,6. Otra identidad/ninguna de las anteriores,9,5,4,,,
10063. Fray Mamerto Esquiú,7. Prefiero no contestar,27,25,2,,,
10063. Fray Mamerto Esquiú,9. Ignorado,663,594,69,,,
10070. La Paz,0. __tot__,26341,20738,5603,,,
10070. La Paz,1. Mujer,12477,10022,2455,,,
10070. La Paz,2. Mujer trans/travesti,44,31,13,,,
10070. La Paz,3. Varón,12271,9511,2760,,,
10070. La Paz,4. Varón trans/masculinidad trans,38,27,11,,,
10070. La Paz,5. No binario,16,13,3,,,
10070. La Paz,6. Otra identidad/ninguna de las anteriores,23,18,5,,,
10070. La Paz,7. Prefiero no contestar,18,14,4,,,
10070. La Paz,9. Ignorado,1454,1102,352,,,
10077. Paclín,0. __tot__,4696,3862,834,,,
10077. Paclín,1. Mujer,2185,1828,357,,,
10077. Paclín,2. Mujer trans/travesti,4,3,1,,,
10077. Paclín,3. Varón,2338,1896,442,,,
10077. Paclín,9. Ignorado,169,135,34,,,
10084. Pomán,0. __tot__,12219,10438,1781,,,
10084. Pomán,1. Mujer,5577,4874,703,,,
10084. Pomán,2. Mujer trans/travesti,18,15,3,,,
10084. Pomán,3. Varón,5808,4906,902,,,
10084. Pomán,4. Varón trans/masculinidad trans,13,10,3,,,
10084. Pomán,5. No binario,9,8,1,,,
10084. Pomán,6. Otra identidad/ninguna de las anteriores,16,13,3,,,
10084. Pomán,7. Prefiero no contestar,10,6,4,,,
10084. Pomán,9. Ignorado,768,606,162,,,
10091. Santa María,0. __tot__,26822,22842,3980,,,
10091. Santa María,1. Mujer,13112,11278,1834,,,
10091. Santa María,2. Mujer trans/travesti,29,24,5,,,
10091. Santa María,3. Varón,12512,10518,1994,,,
10091. Santa María,4. Varón trans/masculinidad trans,16,11,5,,,
10091. Santa María,5. No binario,6,4,2,,,
10091. Santa María,6. Otra identidad/ninguna de las anteriores,9,8,1,,,
10091. Santa María,7. Prefiero no contestar,22,19,3,,,
10091. Santa María,9. Ignorado,1116,980,136,,,
10098. Santa Rosa,0. __tot__,13317,10897,2420,,,
10098. Santa Rosa,1. Mujer,6175,5153,1022,,,
10098. Santa Rosa,2. Mujer trans/travesti,18,13,5,,,
10098. Santa Rosa,3. Varón,6347,5164,1183,,,
10098. Santa Rosa,4. Varón trans/masculinidad trans,17,14,3,,,
10098. Santa Rosa,5. No binario,1,1,,,,
10098. Santa Rosa,6. Otra identidad/ninguna de las anteriores,5,2,3,,,
10098. Santa Rosa,7. Prefiero no contestar,5,4,1,,,
10098. Santa Rosa,9. Ignorado,749,546,203,,,
10105. Tinogasta,0. __tot__,25254,20198,5056,,,
10105. Tinogasta,1. Mujer,11923,9727,2196,,,
10105. Tinogasta,2. Mujer trans/travesti,40,30,10,,,
10105. Tinogasta,3. Varón,11699,9286,2413,,,
10105. Tinogasta,4. Varón trans/masculinidad trans,32,22,10,,,
10105. Tinogasta,5. No binario,8,7,1,,,
10105. Tinogasta,6. Otra identidad/ninguna de las anteriores,4,2,2,,,
10105. Tinogasta,7. Prefiero no contestar,23,17,6,,,
10105. Tinogasta,9. Ignorado,1525,1107,418,,,
10112. Valle Viejo,0. __tot__,33951,30434,3517,,,
10112. Valle Viejo,1. Mujer,16435,14862,1573,,,
10112. Valle Viejo,2. Mujer trans/travesti,25,19,6,,,
10112. Valle Viejo,3. Varón,15895,14148,1747,,,
10112. Valle Viejo,4. Varón trans/masculinidad trans,23,19,4,,,
10112. Valle Viejo,5. No binario,18,15,3,,,
10112. Valle Viejo,6. Otra identidad/ninguna de las anteriores,11,9,2,,,
10112. Valle Viejo,7. Prefiero no contestar,37,33,4,,,
10112. Valle Viejo,9. Ignorado,1507,1329,178,,,
14007. Calamuchita,0. __tot__,75462,67892,7570,,,
14007. Calamuchita,1. Mujer,34510,31333,3177,,,
14007. Calamuchita,2. Mujer trans/travesti,85,65,20,,,
14007. Calamuchita,3. Varón,33494,30213,3281,,,
14007. Calamuchita,4. Varón trans/masculinidad trans,124,110,14,,,
14007. Calamuchita,5. No binario,57,51,6,,,
14007. Calamuchita,6. Otra identidad/ninguna de las anteriores,37,33,4,,,
14007. Calamuchita,7. Prefiero no contestar,122,105,17,,,
14007. Calamuchita,9. Ignorado,7033,5982,1051,,,
14014. Capital,0. __tot__,1498060,1383746,114314,,,
14014. Capital,1. Mujer,722580,669933,52647,,,
14014. Capital,2. Mujer trans/travesti,1741,1545,196,,,
14014. Capital,3. Varón,651459,603390,48069,,,
14014. Capital,4. Varón trans/masculinidad trans,1788,1590,198,,,
14014. Capital,5. No binario,1442,1361,81,,,
14014. Capital,6. Otra identidad/ninguna de las anteriores,735,691,44,,,
14014. Capital,7. Prefiero no contestar,2709,2509,200,,,
14014. Capital,9. Ignorado,115606,102727,12879,,,
14021. Colón,0. __tot__,294511,269102,25409,,,
14021. Colón,1. Mujer,139149,127755,11394,,,
14021. Colón,2. Mujer trans/travesti,329,294,35,,,
14021. Colón,3. Varón,131088,120092,10996,,,
14021. Colón,4. Varón trans/masculinidad trans,319,289,30,,,
14021. Colón,5. No binario,200,178,22,,,
14021. Colón,6. Otra identidad/ninguna de las anteriores,105,97,8,,,
14021. Colón,7. Prefiero no contestar,444,399,45,,,
14021. Colón,9. Ignorado,22877,19998,2879,,,
14028. Cruz del Eje,0. __tot__,64748,50919,13829,,,
14028. Cruz del Eje,1. Mujer,30430,24430,6000,,,
14028. Cruz del Eje,2. Mujer trans/travesti,101,72,29,,,
14028. Cruz del Eje,3. Varón,28110,21973,6137,,,
14028. Cruz del Eje,4. Varón trans/masculinidad trans,54,36,18,,,
14028. Cruz del Eje,5. No binario,23,17,6,,,
14028. Cruz del Eje,6. Otra identidad/ninguna de las anteriores,17,14,3,,,
14028. Cruz del Eje,7. Prefiero no contestar,50,40,10,,,
14028. Cruz del Eje,9. Ignorado,5963,4337,1626,,,
14035. General Roca,0. __tot__,36064,32961,3103,,,
14035. General Roca,1. Mujer,17359,15985,1374,,,
14035. General Roca,2. Mujer trans/travesti,33,27,6,,,
14035. General Roca,3. Varón,17620,16003,1617,,,
14035. General Roca,4. Varón trans/masculinidad trans,5,5,,,,
14035. General Roca,5. No binario,5,5,,,,
14035. General Roca,6. Otra identidad/ninguna de las anteriores,7,7,,,,
14035. General Roca,7. Prefiero no contestar,22,21,1,,,
14035. General Roca,9. Ignorado,1013,908,105,,,
14042. General San Martín,0. __tot__,152397,142061,10336,,,
14042. General San Martín,1. Mujer,73242,68396,4846,,,
14042. General San Martín,2. Mujer trans/travesti,185,170,15,,,
14042. General San Martín,3. Varón,68578,64153,4425,,,
14042. General San Martín,4. Varón trans/masculinidad trans,156,138,18,,,
14042. General San Martín,5. No binario,82,79,3,,,
14042. General San Martín,6. Otra identidad/ninguna de las anteriores,43,38,5,,,
14042. General San Martín,7. Prefiero no contestar,174,151,23,,,
14042. General San Martín,9. Ignorado,9937,8936,1001,,,
14049. Ischilín,0. __tot__,36023,29433,6590,,,
14049. Ischilín,1. Mujer,17492,14527,2965,,,
14049. Ischilín,2. Mujer trans/travesti,44,32,12,,,
14049. Ischilín,3. Varón,16449,13384,3065,,,
14049. Ischilín,4. Varón trans/masculinidad trans,16,11,5,,,
14049. Ischilín,5. No binario,7,6,1,,,
14049. Ischilín,6. Otra identidad/ninguna de las anteriores,9,9,,,,
14049. Ischilín,7. Prefiero no contestar,26,21,5,,,
14049. Ischilín,9. Ignorado,1980,1443,537,,,
14056. Juárez Celman,0. __tot__,68317,63032,5285,,,
14056. Juárez Celman,1. Mujer,32240,29831,2409,,,
14056. Juárez Celman,2. Mujer trans/travesti,83,72,11,,,
14056. Juárez Celman,3. Varón,31502,29157,2345,,,
14056. Juárez Celman,4. Varón trans/masculinidad trans,51,47,4,,,
14056. Juárez Celman,5. No binario,16,15,1,,,
14056. Juárez Celman,6. Otra identidad/ninguna de las anteriores,15,15,,,,
14056. Juárez Celman,7. Prefiero no contestar,51,49,2,,,
14056. Juárez Celman,9. Ignorado,4359,3846,513,,,
14063. Marcos Juárez,0. __tot__,107286,98784,8502,,,
14063. Marcos Juárez,1. Mujer,52174,48026,4148,,,
14063. Marcos Juárez,2. Mujer trans/travesti,124,109,15,,,
14063. Marcos Juárez,3. Varón,49725,46009,3716,,,
14063. Marcos Juárez,4. Varón trans/masculinidad trans,84,75,9,,,
14063. Marcos Juárez,5. No binario,22,21,1,,,
14063. Marcos Juárez,6. Otra identidad/ninguna de las anteriores,29,22,7,,,
14063. Marcos Juárez,7. Prefiero no contestar,84,70,14,,,
14063. Marcos Juárez,9. Ignorado,5044,4452,592,,,
14070. Minas,0. __tot__,4855,3382,1473,,,
14070. Minas,1. Mujer,2225,1604,621,,,
14070. Minas,2. Mujer trans/travesti,8,5,3,,,
14070. Minas,3. Varón,2299,1532,767,,,
14070. Minas,4. Varón trans/masculinidad trans,3,1,2,,,
14070. Minas,5. No binario,1,1,,,,
14070. Minas,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
14070. Minas,7. Prefiero no contestar,1,1,,,,
14070. Minas,9. Ignorado,316,237,79,,,
14077. Pocho,0. __tot__,5070,3759,1311,,,
14077. Pocho,1. Mujer,2314,1768,546,,,
14077. Pocho,2. Mujer trans/travesti,12,10,2,,,
14077. Pocho,3. Varón,2385,1739,646,,,
14077. Pocho,4. Varón trans/masculinidad trans,6,4,2,,,
14077. Pocho,5. No binario,1,1,,,,
14077. Pocho,7. Prefiero no contestar,1,,1,,,
14077. Pocho,9. Ignorado,351,237,114,,,
14084. Presidente Roque Sáenz Peña,0. __tot__,37551,34421,3130,,,
14084. Presidente Roque Sáenz Peña,1. Mujer,18061,16565,1496,,,
14084. Presidente Roque Sáenz Peña,2. Mujer trans/travesti,32,29,3,,,
14084. Presidente Roque Sáenz Peña,3. Varón,17669,16218,1451,,,
14084. Presidente Roque Sáenz Peña,4. Varón trans/masculinidad trans,32,28,4,,,
14084. Presidente Roque Sáenz Peña,5. No binario,5,5,,,,
14084. Presidente Roque Sáenz Peña,6. Otra identidad/ninguna de las anteriores,7,7,,,,
14084. Presidente Roque Sáenz Peña,7. Prefiero no contestar,33,30,3,,,
14084. Presidente Roque Sáenz Peña,9. Ignorado,1712,1539,173,,,
14091. Punilla,0. __tot__,219494,199305,20189,,,
14091. Punilla,1. Mujer,105097,96098,8999,,,
14091. Punilla,2. Mujer trans/travesti,268,225,43,,,
14091. Punilla,3. Varón,95260,86726,8534,,,
14091. Punilla,4. Varón trans/masculinidad trans,283,252,31,,,
14091. Punilla,5. No binario,159,144,15,,,
14091. Punilla,6. Otra identidad/ninguna de las anteriores,102,93,9,,,
14091. Punilla,7. Prefiero no contestar,430,370,60,,,
14091. Punilla,9. Ignorado,17895,15397,2498,,,
14098. Río Cuarto,0. __tot__,277979,252474,25505,,,
14098. Río Cuarto,1. Mujer,135928,123949,11979,,,
14098. Río Cuarto,2. Mujer trans/travesti,271,244,27,,,
14098. Río Cuarto,3. Varón,125938,114557,11381,,,
14098. Río Cuarto,4. Varón trans/masculinidad trans,230,203,27,,,
14098. Río Cuarto,5. No binario,116,108,8,,,
14098. Río Cuarto,6. Otra identidad/ninguna de las anteriores,62,57,5,,,
14098. Río Cuarto,7. Prefiero no contestar,303,274,29,,,
14098. Río Cuarto,9. Ignorado,15131,13082,2049,,,
14105. Río Primero,0. __tot__,58181,52189,5992,,,
14105. Río Primero,1. Mujer,26093,23752,2341,,,
14105. Río Primero,2. Mujer trans/travesti,52,43,9,,,
14105. Río Primero,3. Varón,25088,22583,2505,,,
14105. Río Primero,4. Varón trans/masculinidad trans,57,46,11,,,
14105. Río Primero,5. No binario,23,22,1,,,
14105. Río Primero,6. Otra identidad/ninguna de las anteriores,23,18,5,,,
14105. Río Primero,7. Prefiero no contestar,50,43,7,,,
14105. Río Primero,9. Ignorado,6795,5682,1113,,,
14112. Río Seco,0. __tot__,15275,11861,3414,,,
14112. Río Seco,1. Mujer,7101,5620,1481,,,
14112. Río Seco,2. Mujer trans/travesti,16,8,8,,,
14112. Río Seco,3. Varón,7076,5450,1626,,,
14112. Río Seco,4. Varón trans/masculinidad trans,8,4,4,,,
14112. Río Seco,5. No binario,6,3,3,,,
14112. Río Seco,6. Otra identidad/ninguna de las anteriores,2,2,,,,
14112. Río Seco,7. Prefiero no contestar,8,6,2,,,
14112. Río Seco,9. Ignorado,1058,768,290,,,
14119. Río Segundo,0. __tot__,113311,103340,9971,,,
14119. Río Segundo,1. Mujer,54946,50346,4600,,,
14119. Río Segundo,2. Mujer trans/travesti,141,127,14,,,
